model,task,created,log_file,dimension,construct,accuracy,stderr
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,Faux Pas Detection,Pragmatic understanding,0.2,0.2
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,First-Order False Belief,Belief reasoning,0.4,0.24494897427831783
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,0.6,0.24494897427831783
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,Irony,Pragmatic understanding,0.8,0.19999999999999998
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,Knowledge Access / Ignorance,Knowledge access,0.6,0.24494897427831783
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,Sarcasm,Pragmatic understanding,0.4,0.24494897427831783
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T19:21:38+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-38-00-00_tom-12dim-freeresponse_T9D6po5Q2hRSiuCutLv7PJ.eval,White Lies / Prosocial Deception,Deception,0.6,0.24494897427831783
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,ALL (overall),ALL (overall),0.9,0.039056673294247155
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Diverse Desires,Desire / intention inference,0.8,0.20000000000000004
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Faux Pas Detection,Pragmatic understanding,0.6,0.24494897427831783
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Knowledge Access / Ignorance,Knowledge access,0.8,0.19999999999999998
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Sarcasm,Pragmatic understanding,0.8,0.20000000000000004
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,Second-Order False Belief,Belief reasoning,0.8,0.19999999999999998
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T19:36:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-06-00-00_tom-12dim-freeresponse_6thSrXK5kPZzCRpFWiC55m.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-chat,tom_12dim_mcq,2026-07-14T19:26:11+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-26-11-00-00_tom-12dim-mcq_9q56EG3YhZz478HVPVR9fr.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-chat-v3-0324,tom_12dim_mcq,2026-07-14T19:31:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-31-44-00-00_tom-12dim-mcq_KDkwexiB4kQ2AqSBzCE6vr.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-r1,tom_12dim_mcq,2026-07-14T19:27:30+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-27-30-00-00_tom-12dim-mcq_PVZ92rBkU8ckZs9j6Lgqu6.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/deepseek/deepseek-r1-0528,tom_12dim_mcq,2026-07-14T19:37:44+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-37-44-00-00_tom-12dim-mcq_GHEsVjJccC29tNRWqQpNaa.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,ALL (overall),ALL (overall),0.967741935483871,0.01593112252660629
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/google/gemma-2-27b-it,tom_12dim_mcq,2026-07-14T19:15:36+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-15-36-00-00_tom-12dim-mcq_a5EcgQ8BaXd7dAN6q8Ccaz.eval,Emotion Recognition,Emotion recognition,1.0,0.0
